event_date,event_datetime_start,event_datetime_end,event_timezone,event_name,event_location_name,event_address,event_city,event_state,event_postal_code,event_country,event_latitude,event_longitude,event_info,event_type,univ_id
2018-09-24,2018-09-24 13:40:00,,,Proviso West High Sch - High School Visit,Proviso West High Sch,4701 Harrison St,Hillside,IL,60162-1616,US,,,,,145637_req
2018-09-24,2018-09-24 13:50:00,,,Carmel Catholic High Sch - High School Visit,Carmel Catholic High Sch,1 Carmel Pkwy,Mundelein,IL,60060-2499,US,,,,,145637_req
2018-09-24,2018-09-24 14:00:00,,,Northwood high School Visit,Northwood High School,4515 Portola Pkwy,Irvine,CA,92620-2200,US,,,,,145637_req
2018-09-24,2018-09-24 14:00:00,,,Leland High School Visit,Leland High School,6777 Camden Ave,San Jose,CA,95120,US,,,,,145637_req
2018-09-24,2018-09-24 14:00:00,,,St Francis Preparatory Hs - High School Visit,St Francis Preparatory Hs,2130 W Roosevelt Rd,Wheaton,IL,60187-6085,US,,,,,145637_req
2018-09-24,2018-09-24 14:00:00,,,Galesburg High School Visit,Galesburg High Sch,1135 W Fremont St,Galesburg,IL,61401-2432,US,,,,,145637_req
2018-09-24,2018-09-24 14:15:00,,,Heyworth High School Visit,Heyworth High Sch,308 W Cleveland St,Heyworth,IL,61745-9337,US,,,,,145637_req
2018-09-24,2018-09-24 14:30:00,,,Sharon High School Visit,Sharon High Sch,180 Pond St,Sharon,MA,02067,US,,,,,145637_req
2018-09-24,2018-09-24 17:00:00,,,Morgan Park High Sch - College Fair,Morgan Park High Sch,1744 W Pryor Ave,Chicago,IL,60643-3497,US,,,,,145637_req
2018-09-24,2018-09-24 17:00:00,,,Coll of Lake County - Reception,Coll of Lake County,19351 W Washington St,Grayslake,IL,60030-1148,US,,,,,145637_req
2018-09-24,2018-09-24 17:15:00,,,Deerfield Academy College Fair,Deerfield Acad,Main St,Deerfield,MA,01342,US,,,,,145637_req
2018-09-24,2018-09-24 18:00:00,,,Carl Sandburg College Fair,Carl Sandburg Coll,2400 Tom L Wilson Blvd,Galesburg,IL,61401-9574,US,,,,,145637_req
2018-09-24,2018-09-24 18:00:00,,,Round Rock ISD College Fair,Round Rock High Sch,300 N Lake Creek Dr,Round Rock,TX,78681-4937,US,,,,,145637_req
2018-09-24,2018-09-24 18:00:00,,,East Side Union High School District College Fair,Independence High Sch,1776 Educational Park Dr,San Jose,CA,95133-1703,US,,,,,145637_req
2018-09-24,2018-09-24 19:00:00,,,Troy High School College Fair,Troy High School,2200 Dorothy Ln,Fullerton,CA,92831-3036,US,,,,,145637_req
2018-09-25,2018-09-25 08:10:00,,,Newton Community High School Visit,Newton Comm High Sch,201 West End Ave,Newton,IL,62448-1100,US,,,,,145637_req
2018-09-25,2018-09-25 08:25:00,,,El Paso Gridley High School Visit,El Paso Gridley High School,600 N Elm St,El Paso,IL,61738-1077,US,,,,,145637_req
2018-09-25,2018-09-25 08:30:00,,,Sacred Heart Cathedral Preparatory High School Visit,Sacred Heart Cathedral Prep,1055 Ellis St,San Francisco,CA,94109-7716,US,,,,,145637_req
2018-09-25,2018-09-25 08:30:00,,,Massachusetts Academy of Math and Science Visit,Massachusetts Acad Math Sci,100 Institute Rd,Worcester,MA,01609-2247,US,,,,,145637_req
2018-09-25,2018-09-25 08:30:00,,,Normal Community West High School Visit,Normal Comm West Hs,501 N Parkside Rd,Normal,IL,61761-2780,US,,,,,145637_req
2018-09-25,2018-09-25 08:50:00,,,Westlake High School,Westlake High Sch,4100 Westbank Dr,Austin,TX,78746-6566,US,,,,,145637_req
2018-09-25,2018-09-25 09:15:00,,,Lake Nona High School Visit,Lake Nona High School,12500 Narcoossee Rd,Orlando,FL,32832-6922,US,,,,,145637_req
2018-09-25,2018-09-25 09:30:00,,,Normal Community High School Visit,Normal Comm High Sch,3900 E Raab Rd,Normal,IL,61761-9487,US,,,,,145637_req
2018-09-25,2018-09-25 09:30:00,,,Loyola High School visit,Loyola High School,1901 Venice Blvd,Los Angeles,CA,90006-4401,US,,,,,145637_req
2018-09-25,2018-09-25 09:45:00,,,Comm High Sch 94 - High School Visit,Comm High Sch 94,326 Joliet St,West Chicago,IL,60185-3142,US,,,,,145637_req
2018-09-25,2018-09-25 10:00:00,,,Kenwood Acad - High Shool Visit/Application Workshop,Kenwood Acad,5015 S Blackstone Ave,Chicago,IL,60615-3086,US,,,,,145637_req
2018-09-25,2018-09-25 10:05:00,,,St. Peter-Marian Catholic Junior/Senior Visit,St Peter-Marian Jr-Sr Ctl Cath,781 Grove St,Worcester,MA,01605-3132,US,,,,,145637_req
2018-09-25,2018-09-25 10:15:00,,,Limestone Community High School Visit,Limestone Comm Hs,4201 Airport Rd,Bartonville,IL,61607-2113,US,,,,,145637_req
2018-09-25,2018-09-25 10:20:00,,,Francis W Parker Sch - High School Visit,Francis W Parker Sch,330 W Webster Ave,Chicago,IL,60614-3820,US,,,,,145637_req
2018-09-25,2018-09-25 10:30:00,,,Robinson High School Visit,Robinson High Sch,2000 N Cross St,Robinson,IL,62454-2515,US,,,,,145637_req
2018-09-25,2018-09-25 10:55:00,,,Woodlands Acad Sacred Heart - High School Visit,Woodlands Acad Sacred Heart,760 E Westleigh Rd,Lake Forest,IL,60045-3263,US,,,,,145637_req
2018-09-25,2018-09-25 11:00:00,,,Bloomington High School Visit,Bloomington High Sch,1202 E Locust St,Bloomington,IL,61701-3363,US,,,,,145637_req
2018-09-25,2018-09-25 11:00:00,,,Woodside Priory School Visit,Woodside Priory Sch,302 Portola Rd,Portola Vally,CA,94028-7851,US,,,,,145637_req
2018-09-25,2018-09-25 11:00:00,,,Wheaton Acad - High School Visit,Wheaton Acad,900 Prince Crossing Rd,West Chicago,IL,60185-5136,US,,,,,145637_req
2018-09-25,2018-09-25 11:10:00,,,Worcester Academy Visit,Worcester Acad,81 Providence St.,Worcester,MA,01604,US,,,,,145637_req
2018-09-25,2018-09-25 11:25:00,,,Lake View High Sch - College Fair,Lake View High Sch,4015 N Ashland Ave,Chicago,IL,60613-2593,US,,,,,145637_req
2018-09-25,2018-09-25 11:35:00,,,Campbell Hall Visit,Campbell Hall,4533 Laurel Canyon Blvd,N Hollywood,CA,91607-4122,US,,,,,145637_req
2018-09-25,2018-09-25 12:00:00,,,Metamora Township High School Visit,Metamora Township High Sch,101 W Madison St,Metamora,IL,61548,US,,,,,145637_req
2018-09-25,2018-09-25 12:12:00,,,Lake Travis High School,Lake Travis High Sch,3324 Ranch Road 620 S,Austin,TX,78738-6804,US,,,,,145637_req
2018-09-25,2018-09-25 12:30:00,,,Bloomington Central Catholic High School Visit,Central Catholic High Sch,1201 Airport Rd,Bloomington,IL,61704-2534,US,,,,,145637_req
2018-09-25,2018-09-25 12:30:00,,,Wheaton-Warrenville South Hs - High School Visit,Wheaton-Warrenville South Hs,1993 Tiger Trl,Wheaton,IL,60189-7884,US,,,,,145637_req
2018-09-25,2018-09-25 12:30:00,,,Archbishop Mitty High School Visit,Archbishop Mitty High Sch,5000 Mitty Way,San Jose,CA,95129-1868,US,,,,,145637_req
2018-09-25,2018-09-25 12:55:00,,,Westridge School RACC Mini Fair,Westridge School,324 Madeline Dr,Pasadena,CA,91105-3333,US,,,,,145637_req
2018-09-25,2018-09-25 13:00:00,,,Grayslake Central High Sch - High School Visit,Grayslake Central High Sch,400 N Lake St,Grayslake,IL,60030-1430,US,,,,,145637_req
2018-09-25,2018-09-25 13:30:00,,,Cumberland High School's College and Career Fair,Cumberland High Sch,1496 Illinois Route 121,Toledo,IL,62468-4214,US,,,,,145637_req
2018-09-25,2018-09-25 13:30:00,,,Hyman G Rickover Acad - College Fair,Hyman G Rickover Acad,5900 N Glenwood Ave,Chicago,IL,60660-3312,US,,,,,145637_req
2018-09-25,2018-09-25 13:30:00,,,Winter Park High School Visit,Winter Park High Sch,2100 Summerfield Rd,Winter Park,FL,32792-5037,US,,,,,145637_req
2018-09-25,2018-09-25 13:45:00,,,Deer Creek Mackinaw High School Visit,Deer Creek Mackinaw Hs,401 E Fifth St,Mackinaw,IL,61755-7623,US,,,,,145637_req
2018-09-25,2018-09-25 14:00:00,,,Midland High School Visit,Midland High Sch,1830 State Route 17,Varna,IL,61375-9300,US,,,,,145637_req
2018-09-25,2018-09-25 14:00:00,,,Brookline High School Visit,Brookline High Sch,115 Greenough St.,Brookline,MA,02445-6151,US,,,,,145637_req
2018-09-25,2018-09-25 17:00:00,,,Gwendolyn Brooks Coll Prp Acad - College Fair,Gwendolyn Brooks Coll Prp Acad,250 E 111th St,Chicago,IL,60628-4324,US,,,,,145637_req
2018-09-25,2018-09-25 17:15:00,,,Directions Fair at Forest View Edu Center,Forest View H S,2121 S Goebbert Rd,Arlington Hts,IL,60005-4205,US,,,,,145637_req
2018-09-25,2018-09-25 18:00:00,,,Campbell Union High School District College Fair,Leigh High Sch,5210 Leigh Ave,San Jose,CA,95124-5616,US,,,,,145637_req
2018-09-25,2018-09-25 18:30:00,,,Hills of Austin Private Schools Fair,St Michaels Catholic Acad,3000 Barton Creek Blvd,Austin,TX,78735-1408,US,,,,,145637_req
2018-09-25,2018-09-25 18:30:00,,,Fremont Unified School District College Fair,Ohlone College,43600 Mission Blvd,Fremont,CA,94539-5847,US,,,,,145637_req
2018-09-25,2018-09-25 18:30:00,,,Lake Forest Acad - College Fair,Lake Forest Acad,1500 W Kennedy Rd,Lake Forest,IL,60045-1047,US,,,,,145637_req
2018-09-26,2018-09-26 08:00:00,,,Comm HS Dist 99 North Hs - High School Visit,Comm HS Dist 99 North Hs,4436 Main St,Downers Grove,IL,60515-2867,US,,,,,145637_req
2018-09-26,2018-09-26 08:00:00,,,Oaks Christian School visit,Oaks Christian High Sch,31749 La Tienda Rd,Westlake Vlg,CA,91362-4010,US,,,,,145637_req
2018-09-26,2018-09-26 08:00:00,,,Novi High School,Novi High Sch,24062 Taft Rd,Novi,MI,48375-3022,US,,,,,145637_req
2018-09-26,2018-09-26 08:10:00,,,Le Roy High School Visit,Le Roy High Sch,505 E Center St,Le Roy,IL,61752-1823,US,,,,,145637_req
2018-09-26,2018-09-26 08:35:00,,,Eisenhower High School College Fair,Eisenhower High Sch,1200 S 16th St,Decatur,IL,62521-3801,US,,,,,145637_req
2018-09-26,2018-09-26 08:50:00,,,Ottawa Township High School Visit,Ottawa Township High Sch,211 E Main St,Ottawa,IL,61350-3111,US,,,,,145637_req
2018-09-26,2018-09-26 09:00:00,,,Westlake High School visit,Westlake High School,100 N Lakeview Canyon Rd,Westlake Vlg,CA,91362-3802,US,,,,,145637_req
2018-09-26,2018-09-26 09:00:00,,,Seminole High School Visit,Seminole High Sch,2701 Ridgewood Ave,Sanford,FL,32773-4916,US,,,,,145637_req
2018-09-26,2018-09-26 09:00:00,,,Acton-Boxborough Regl High School Visit,Acton-Boxborough Regl High Sch,96 Hayward Rd.,Acton,MA,01720,US,,,,,145637_req
2018-09-26,2018-09-26 09:05:00,,,Collins Academy High School/North Lawndale CP - Collins Campus - College Fair,Collins Academy High School,1313 S Sacramento Dr,Chicago,IL,60623-2218,US,,,,,145637_req
2018-09-26,2018-09-26 09:17:00,,,"Plymouth, Canton, and Salem High Schools",Canton High School,8415 N Canton Center Rd,Canton,MI,48187-1308,US,,,,,145637_req
2018-09-26,2018-09-26 09:55:00,,,Cornerstone Christian Academy Visit,Cornerstone Christian Academy,22017 E 1200 North Rd,Downs,IL,61736,US,,,,,145637_req
2018-09-26,2018-09-26 10:00:00,,,Austin High School,Stephen F Austin High Sch,1715 W Cesar Chavez St,Austin,TX,78703-4605,US,,,,,145637_req
2018-09-26,2018-09-26 10:11:00,,,Plainfield South High Sch - High School Visit,Plainfield South High Sch,7800 Caton Farm Rd,Plainfield,IL,60586-1687,US,,,,,145637_req
2018-09-26,2018-09-26 10:15:00,,,Crystal Springs Uplands School Visit,Crystal Springs Uplands Sch,400 Uplands Dr,Hillsborough,CA,94010-6946,US,,,,,145637_req
2018-09-26,2018-09-26 10:20:00,,,Newbury Park High School visit,Newbury Park High School,456 N Reino Rd,Thousand Oaks,CA,91320-3714,US,,,,,145637_req
2018-09-26,2018-09-26 10:30:00,,,Lake Mary Preparatory Visit,Lake Mary Preparatory Sch,650 Rantoul Ln,Lake Mary,FL,32746-4244,US,,,,,145637_req
2018-09-26,2018-09-26 10:31:00,,,Northside College Prep Hs - High School Visit,Northside College Prep Hs,5501 N Kedzie Ave,Chicago,IL,60625-3923,US,,,,,145637_req
2018-09-26,2018-09-26 11:00:00,,,University High School Visit,University High Sch,500 Gregory St,Normal,IL,61761-1556,US,,,,,145637_req
2018-09-26,2018-09-26 11:00:00,,,Serena High School Visit,Serena High Sch,2283 N 3812th Rd,Serena,IL,60549,US,,,,,145637_req
2018-09-26,2018-09-26 11:30:00,,,Lewistown High School Visit,Lewistown Comm Hs,15205 N State 100 Hwy,Lewistown,IL,61542-8901,US,,,,,145637_req
2018-09-26,2018-09-26 11:40:00,,,La Reina High School Visit,La Reina High School,106 W Janss Rd,Thousand Oaks,CA,91360-3327,US,,,,,145637_req
2018-09-26,2018-09-26 12:09:00,,,Lexington High School Visit,Lexington High Sch,251 Waltham St.,Lexington,MA,02421-4903,US,,,,,145637_req
2018-09-26,2018-09-26 12:15:00,,,Plainfield North High Sch - High School Visit,Plainfield North High Sch,12005 S 248th Ave,Plainfield,IL,60585-7800,US,,,,,145637_req
2018-09-26,2018-09-26 12:20:00,,,Westmont High School,Westmont High Sch,4805 Westmont Ave,Campbell,CA,95008-5725,US,,,,,145637_req
2018-09-26,2018-09-26 12:35:00,,,Lane Tech High Sch - High School Visit,Lane Tech High Sch,2501 W Addison St,Chicago,IL,60618-5902,US,,,,,145637_req
2018-09-26,2018-09-26 13:00:00,,,Illini West High School Visit,Illini West High Sch,600 Miller St,Carthage,IL,62321-1129,US,,,,,145637_req
2018-09-26,2018-09-26 13:20:00,,,Tri Valley High School Visit,Tri Valley High School,503 E Washington St,Downs,IL,61736-9331,US,,,,,145637_req
2018-09-26,2018-09-26 13:30:00,,,Pioneer High School Visit,Pioneer High Sch,1290 Blossom Hill Rd,San Jose,CA,95118-3126,US,,,,,145637_req
2018-09-26,2018-09-26 13:30:00,,,Amundsen High Sch - College Fair,Amundsen High Sch,5110 N Damen Ave,Chicago,IL,60625-1317,US,,,,,145637_req
2018-09-26,2018-09-26 13:45:00,,,St. Andrew's Episcopal School,St Andrews Episcopal Sch,5901 Southwest Pkwy,Austin,TX,78735-6220,US,,,,,145637_req
2018-09-26,2018-09-26 14:00:00,,,Farragut Career Acad - High School Visit,Farragut Career Acad,2345 S Christiana Ave,Chicago,IL,60623-3217,US,,,,,145637_req
2018-09-26,2018-09-26 14:30:00,,,Curie Metropolitan HS - High School Visit,Curie Metropolitan HS,4959 S Archer Ave,Chicago,IL,60632-3622,US,,,,,145637_req
2018-09-26,2018-09-26 16:30:00,,,Phillips Academy College Fair,Phillips Academy,180 Main St.,Andover,MA,01810-4166,US,,,,,145637_req
2018-09-26,2018-09-26 16:30:00,,,Steinmetz High Sch - College Fair,Steinmetz High Sch,3030 N Mobile Ave,Chicago,IL,60634-4041,US,,,,,145637_req
2018-09-26,2018-09-26 18:00:00,,,Hancock County College Fair,Hamilton High Sch,1100 Keokuk St,Hamilton,IL,62341-1049,US,,,,,145637_req
2018-09-26,2018-09-26 18:00:00,,,Admissions/Financial Aid Night,The HS of Saint Thomas More,3901 N Mattis Ave,Champaign,IL,61822-1001,US,,,,,145637_req
2018-09-26,2018-09-26 18:00:00,,,Hubbard High Sch - College Fair,Hubbard High Sch,6200 S Hamlin Ave,Chicago,IL,60629-4030,US,,,,,145637_req
2018-09-27,2018-09-27 07:35:00,,,Tamalpais High School Visit,Tamalpais High Sch,700 Miller Ave,Mill Valley,CA,94941-2926,US,,,,,145637_req
2018-09-27,2018-09-27 08:15:00,,,Vandalia Community High School Visit,Vandalia Comm High Sch,1109 N 8th St,Vandalia,IL,62471-1240,US,,,,,145637_req
2018-09-27,2018-09-27 08:15:00,,,Liberal Arts and Science Academy,Liberal Arts and Science Acad,7309 Lazy Creek Dr,Austin,TX,78724-3211,US,,,,,145637_req
2018-09-27,2018-09-27 08:15:00,,,Cary Grove High Sch - High School Visit,Cary Grove High Sch,2208 3 Oaks Rd,Cary,IL,60013-1627,US,,,,,145637_req
2018-09-27,2018-09-27 08:30:00,,,International Academy: Okma,Intl Acad,1020 E Square Lake Rd,Bloomfld Hls,MI,48304-1957,US,,,,,145637_req
2018-09-27,2018-09-27 08:40:00,,,Westford Academy Visit,Westford Acad,Patten Rd,Westford,MA,01886,US,,,,,145637_req
2018-09-27,2018-09-27 08:45:00,,,Hall High School Visit,Hall High Sch,800 W Erie St,Spring Valley,IL,61362-1761,US,,,,,145637_req
2018-09-27,2018-09-27 08:55:00,,,Francis Parker School Visit,Francis Parker School,6501 Linda Vista Rd,San Diego,CA,92111-7321,US,,,,,145637_req
2018-09-27,2018-09-27 09:30:00,,,Perspectives Leadership Acad - High School Visit,Perspectives Leadership Acad,8131 S May St Fl 3,Chicago,IL,60620-3007,US,,,,,145637_req
2018-09-27,2018-09-27 09:30:00,,,Admiral Farragut Academy,Admiral Farragut Acad,501 Park St N,St Petersburg,FL,33710-6743,US,,,,,145637_req
2018-09-27,2018-09-27 09:45:00,,,"Litlle Village Lawndale Schools - Infinity Math, Sci and Tech HS/WL/MAS/Social Jus - College Fair","Infinity Math, Sci and Tech HS",3120 S Kostner Ave,Chicago,IL,60623-4842,US,,,,,145637_req
2018-09-27,2018-09-27 09:55:00,,,Walter Payton Coll Prep Sch - High School Visit,Walter Payton Coll Prep Sch,1034 N Wells St,Chicago,IL,60610-2513,US,,,,,145637_req
2018-09-27,2018-09-27 10:00:00,,,McNeil High School,McNeil High Sch,5720 Mcneil Dr,Austin,TX,78729-6901,US,,,,,145637_req
2018-09-27,2018-09-27 10:00:00,,,Perspectives Calumet Tech - High School Visit,Perspectives Calumet Tech,8131 S May St Fl 2,Chicago,IL,60620-3007,US,,,,,145637_req
2018-09-27,2018-09-27 10:00:00,,,Putnam County High School Visit,Putnam County High Sch,402 E Silverspoon Ave,Granville,IL,61326-9697,US,,,,,145637_req
2018-09-27,2018-09-27 10:11:00,,,Huntley High Sch - High School Visit,Huntley High Sch,13719 Harmony Rd,Huntley,IL,60142-9792,US,,,,,145637_req
2018-09-27,2018-09-27 10:30:00,,,San Domenico School Visit,San Domenico Sch,1500 Butterfield Rd,San Anselmo,CA,94960-1057,US,,,,,145637_req
2018-09-27,2018-09-27 10:30:00,,,South Central High School Visit,South Central High Sch,800 W Washington St,Farina,IL,62838-1218,US,,,,,145637_req
2018-09-27,2018-09-27 10:30:00,,,Geneseo High School Visit,Geneseo High School,700 N State St,Geneseo,IL,61254-1068,US,,,,,145637_req
2018-09-27,2018-09-27 10:30:00,,,Carl Sandburg High Sch - High School Visit,Carl Sandburg High Sch,13300 S La Grange Rd,Orland Park,IL,60462-1325,US,,,,,145637_req
2018-09-27,2018-09-27 10:30:00,,,La Jolla High School RACC Mini-Fair,La Jolla High School,750 Nautilus St,La Jolla,CA,92037-6103,US,,,,,145637_req
2018-09-27,2018-09-27 10:35:00,,,Cranbrook Kingswood Upper School,Cranbrook Kingswood Sch,PO Box 801,Bloomfld Hls,MI,48303-0801,US,,,,,145637_req
2018-09-27,2018-09-27 11:00:00,,,Canterbury School Visit,Canterbury Sch of Florida,901 58th Ave N,St Petersburg,FL,33703,US,,,,,145637_req
2018-09-27,2018-09-27 11:20:00,,,Jones College Prep - High School Visit,Jones College Prep,700 S State St,Chicago,IL,60605-2109,US,,,,,145637_req
2018-09-27,2018-09-27 11:30:00,,,St Bede Academy School Visit,St Bede Acad,24 W US Highway 6,Peru,IL,61354-2903,US,,,,,145637_req
2018-09-27,2018-09-27 11:45:00,,,St. Anthony High School Visit,St Anthony High Sch,304 E Roadway Ave,Effingham,IL,62401-3208,US,,,,,145637_req
2018-09-27,2018-09-27 12:00:00,,,Anderson High School,L C Anderson High Sch,8403 Mesa Dr,Austin,TX,78759-8117,US,,,,,145637_req
2018-09-27,2018-09-27 12:04:00,,,North Andover High School Visit,North Andover High Sch,675 Chickering Rd,North Andover,MA,01845-1901,US,,,,,145637_req
2018-09-27,2018-09-27 12:10:00,,,Lindblom Math and Science Acad - High School Visit,Lindblom Math and Science Acad,6130 S Wolcott Ave,Chicago,IL,60636-2100,US,,,,,145637_req
2018-09-27,2018-09-27 12:17:00,,,Redwood High School Visit,Redwood High Sch,395 Doherty Dr,Larkspur,CA,94939-1536,US,,,,,145637_req
2018-09-27,2018-09-27 12:30:00,,,Rochester Adams High School,Rochester Adams High Sch,3200 W Tienken Rd,Rochester Hls,MI,48306-3734,US,,,,,145637_req
2018-09-27,2018-09-27 12:45:00,,,Effingham High School Visit,Effingham High Sch,600 S Henrietta St,Effingham,IL,62401-1951,US,,,,,145637_req
2018-09-27,2018-09-27 13:10:00,,,Prairie Ridge High Sch - High School Visit,Prairie Ridge High Sch,6000 Dvorak Dr,Crystal Lake,IL,60012-3514,US,,,,,145637_req
2018-09-27,2018-09-27 13:10:00,,,Pleasant Valley High School Visit,Pleasant Valley Cmty Hs,604 Belmont Rd,Riverdale,IA,52722-5623,US,,,,,145637_req
2018-09-27,2018-09-27 13:16:00,,,Amos Alonzo Stagg High Sch - High School Visit,Amos Alonzo Stagg High Sch,8015 W 111th St,Palos Hills,IL,60465-2203,US,,,,,145637_req
2018-09-27,2018-09-27 13:30:00,,,Harold L Richards High Sch - High School Visit,Harold L Richards High Sch,10601 Central Ave,Oak Lawn,IL,60453-5038,US,,,,,145637_req
2018-09-27,2018-09-27 13:30:00,,,Shorecrest Preparatory Visit,Shorecrest Preparatory Sch,5101 1st St NE,St Petersburg,FL,33703-3009,US,,,,,145637_req
2018-09-27,2018-09-27 13:50:00,,,Univ Chicago Lab High Sch - High School Visit,Univ Chicago Lab High Sch,1362 E 59th St,Chicago,IL,60637-1793,US,,,,,145637_req
2018-09-27,2018-09-27 14:00:00,,,Saint Michael's Catholic Academy,St Michaels Catholic Acad,3000 Barton Creek Blvd,Austin,TX,78735-1408,US,,,,,145637_req
